index,file_name,zero_angle,x_cms,y_cms,z_cms,delta_x,delta_y,moment0,moment1,moment2,moment3,moment4,moment5,mom0,mom1,mom2,mom3,mom4,mom5,eul0,eul1,eul2,orient0,orient1,orient2,orient3,orient4,orient5,orient6,orient7,orient8
10,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
11,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
12,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
13,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
14,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
15,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
16,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
17,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
18,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
19,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
20,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
21,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
22,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
23,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
24,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
25,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
26,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
27,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
28,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
29,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
30,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
31,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
32,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
33,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
34,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
35,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
36,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
37,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
38,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
39,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
40,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
41,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
42,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
43,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
44,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
45,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
46,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
47,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
48,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
49,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
50,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
51,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
52,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
53,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
54,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
55,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
56,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
57,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
58,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
59,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
60,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
61,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
62,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
63,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
64,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
65,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
66,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
67,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
68,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
69,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
70,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
71,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
72,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
73,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
74,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
75,598csv/1484717/1491988,8,129.8319869,43.93653293,154.3171299,0,0,504089976,164563652,575078730,64724646,200929929,724817978,11682431.39,-2072327.496,-10192441.53,8333248.332,2867904.959,29169936.11,-0.329273258,-0.316769871,0.523978557,0.417001434,-0.822757154,0.386238876,-0.13249349,-0.47543578,-0.869716215,-0.899197019,-0.311498772,0.307267369
